timestamp,settlement_period,electricity_demand,is_holiday,day_of_year,hour,year,temperature_C
2024-01-01 00:00:00,1,19.539,1,1,0.0,2024,4.1
2024-01-01 00:30:00,2,20.286,1,1,0.5,2024,3.4
2024-01-01 01:00:00,3,20.07,1,1,1.0,2024,3.4
2024-01-01 01:30:00,4,19.424,1,1,1.5,2024,4.4
2024-01-01 02:00:00,5,18.674,1,1,2.0,2024,2.2
2024-01-01 02:30:00,6,18.184,1,1,2.5,2024,6.2
2024-01-01 03:00:00,7,17.561,1,1,3.0,2024,0.8
2024-01-01 03:30:00,8,16.968,1,1,3.5,2024,6.3
2024-01-01 04:00:00,9,16.612,1,1,4.0,2024,4.3
2024-01-01 04:30:00,10,16.442,1,1,4.5,2024,6.2
2024-01-01 05:00:00,11,16.43,1,1,5.0,2024,5.5
2024-01-01 05:30:00,12,16.565,1,1,5.5,2024,5.8
2024-01-01 06:00:00,13,17.203,1,1,6.0,2024,6.5
2024-01-01 06:30:00,14,17.616,1,1,6.5,2024,7.2
2024-01-01 07:00:00,15,18.213,1,1,7.0,2024,5.8
2024-01-01 07:30:00,16,18.677,1,1,7.5,2024,8.1
2024-01-01 08:00:00,17,19.824,1,1,8.0,2024,5.3
2024-01-01 08:30:00,18,20.306,1,1,8.5,2024,7.1
2024-01-01 09:00:00,19,21.239,1,1,9.0,2024,8.7
2024-01-01 09:30:00,20,21.758,1,1,9.5,2024,9.1
2024-01-01 10:00:00,21,22.359,1,1,10.0,2024,8.5
2024-01-01 10:30:00,22,22.683,1,1,10.5,2024,7.4
2024-01-01 11:00:00,23,23.632,1,1,11.0,2024,9.4
2024-01-01 11:30:00,24,24.317,1,1,11.5,2024,7.1
2024-01-01 12:00:00,25,25.408,1,1,12.0,2024,10.8
2024-01-01 12:30:00,26,26.24,1,1,12.5,2024,8.0
2024-01-01 13:00:00,27,26.831,1,1,13.0,2024,5.7
2024-01-01 13:30:00,28,27.443,1,1,13.5,2024,6.2
2024-01-01 14:00:00,29,27.668,1,1,14.0,2024,7.9
2024-01-01 14:30:00,30,28.18,1,1,14.5,2024,7.8
2024-01-01 15:00:00,31,28.907,1,1,15.0,2024,10.4
2024-01-01 15:30:00,32,29.557,1,1,15.5,2024,5.6
2024-01-01 16:00:00,33,30.682,1,1,16.0,2024,6.9
2024-01-01 16:30:00,34,31.679,1,1,16.5,2024,5.0
2024-01-01 17:00:00,35,31.786,1,1,17.0,2024,5.5
2024-01-01 17:30:00,36,31.533,1,1,17.5,2024,8.5
2024-01-01 18:00:00,37,30.891,1,1,18.0,2024,3.9
2024-01-01 18:30:00,38,30.128,1,1,18.5,2024,6.2
2024-01-01 19:00:00,39,29.302,1,1,19.0,2024,5.6
2024-01-01 19:30:00,40,28.321,1,1,19.5,2024,4.6
2024-01-01 20:00:00,41,26.661,1,1,20.0,2024,5.2
2024-01-01 20:30:00,42,25.74,1,1,20.5,2024,2.4
2024-01-01 21:00:00,43,24.362,1,1,21.0,2024,6.3
2024-01-01 21:30:00,44,23.296,1,1,21.5,2024,6.5
2024-01-01 22:00:00,45,22.053,1,1,22.0,2024,3.5
2024-01-01 22:30:00,46,20.978,1,1,22.5,2024,7.0
2024-01-01 23:00:00,47,19.64,1,1,23.0,2024,2.6
2024-01-01 23:30:00,48,18.907,1,1,23.5,2024,3.8
2024-01-02 00:00:00,1,18.924,0,2,0.0,2024,5.3
2024-01-02 00:30:00,2,19.31,0,2,0.5,2024,2.5
2024-01-02 01:00:00,3,19.0,0,2,1.0,2024,1.2
2024-01-02 01:30:00,4,18.393,0,2,1.5,2024,0.9
2024-01-02 02:00:00,5,18.219,0,2,2.0,2024,6.6
2024-01-02 02:30:00,6,17.888,0,2,2.5,2024,2.9
2024-01-02 03:00:00,7,17.505,0,2,3.0,2024,3.6
2024-01-02 03:30:00,8,17.315,0,2,3.5,2024,2.5
2024-01-02 04:00:00,9,17.226,0,2,4.0,2024,5.8
2024-01-02 04:30:00,10,17.241,0,2,4.5,2024,3.5
2024-01-02 05:00:00,11,17.625,0,2,5.0,2024,4.3
2024-01-02 05:30:00,12,18.228,0,2,5.5,2024,5.8
2024-01-02 06:00:00,13,20.389,0,2,6.0,2024,4.1
2024-01-02 06:30:00,14,22.045,0,2,6.5,2024,5.7
2024-01-02 07:00:00,15,24.449,0,2,7.0,2024,8.4
2024-01-02 07:30:00,16,25.897,0,2,7.5,2024,7.3
2024-01-02 08:00:00,17,28.033,0,2,8.0,2024,7.1
2024-01-02 08:30:00,18,29.923,0,2,8.5,2024,7.5
2024-01-02 09:00:00,19,31.316,0,2,9.0,2024,6.8
2024-01-02 09:30:00,20,32.089,0,2,9.5,2024,10.6
2024-01-02 10:00:00,21,32.324,0,2,10.0,2024,6.6
2024-01-02 10:30:00,22,32.517,0,2,10.5,2024,8.3
2024-01-02 11:00:00,23,32.503,0,2,11.0,2024,8.2
2024-01-02 11:30:00,24,33.005,0,2,11.5,2024,9.6
2024-01-02 12:00:00,25,33.577,0,2,12.0,2024,9.8
2024-01-02 12:30:00,26,33.632,0,2,12.5,2024,8.1
2024-01-02 13:00:00,27,33.379,0,2,13.0,2024,8.5
2024-01-02 13:30:00,28,33.041,0,2,13.5,2024,8.5
2024-01-02 14:00:00,29,32.669,0,2,14.0,2024,4.4
2024-01-02 14:30:00,30,32.648,0,2,14.5,2024,5.3
2024-01-02 15:00:00,31,32.983,0,2,15.0,2024,6.5
2024-01-02 15:30:00,32,33.175,0,2,15.5,2024,6.3
2024-01-02 16:00:00,33,33.601,0,2,16.0,2024,5.1
2024-01-02 16:30:00,34,34.487,0,2,16.5,2024,7.7
2024-01-02 17:00:00,35,35.312,0,2,17.0,2024,6.3
2024-01-02 17:30:00,36,35.362,0,2,17.5,2024,5.7
2024-01-02 18:00:00,37,34.775,0,2,18.0,2024,3.8
2024-01-02 18:30:00,38,33.718,0,2,18.5,2024,5.3
2024-01-02 19:00:00,39,32.489,0,2,19.0,2024,1.1
2024-01-02 19:30:00,40,31.298,0,2,19.5,2024,4.5
2024-01-02 20:00:00,41,30.315,0,2,20.0,2024,4.5
2024-01-02 20:30:00,42,29.651,0,2,20.5,2024,4.5
2024-01-02 21:00:00,43,28.281,0,2,21.0,2024,1.5
2024-01-02 21:30:00,44,26.995,0,2,21.5,2024,4.0
2024-01-02 22:00:00,45,25.717,0,2,22.0,2024,1.9
2024-01-02 22:30:00,46,24.229,0,2,22.5,2024,2.1
2024-01-02 23:00:00,47,22.276,0,2,23.0,2024,4.3
2024-01-02 23:30:00,48,21.495,0,2,23.5,2024,6.2
2024-01-03 00:00:00,1,21.471,0,3,0.0,2024,3.3
2024-01-03 00:30:00,2,21.682,0,3,0.5,2024,2.0
2024-01-03 01:00:00,3,21.522,0,3,1.0,2024,3.5
2024-01-03 01:30:00,4,21.155,0,3,1.5,2024,4.8
2024-01-03 02:00:00,5,20.869,0,3,2.0,2024,4.4
2024-01-03 02:30:00,6,20.646,0,3,2.5,2024,7.8
2024-01-03 03:00:00,7,20.414,0,3,3.0,2024,2.8
2024-01-03 03:30:00,8,20.059,0,3,3.5,2024,4.5
2024-01-03 04:00:00,9,19.953,0,3,4.0,2024,6.8
2024-01-03 04:30:00,10,20.092,0,3,4.5,2024,7.0
2024-01-03 05:00:00,11,20.415,0,3,5.0,2024,2.1
2024-01-03 05:30:00,12,21.167,0,3,5.5,2024,5.3
2024-01-03 06:00:00,13,23.392,0,3,6.0,2024,7.9
2024-01-03 06:30:00,14,25.304,0,3,6.5,2024,10.3
2024-01-03 07:00:00,15,27.504,0,3,7.0,2024,7.4
2024-01-03 07:30:00,16,28.726,0,3,7.5,2024,6.1
2024-01-03 08:00:00,17,30.253,0,3,8.0,2024,5.4
2024-01-03 08:30:00,18,31.185,0,3,8.5,2024,10.5
2024-01-03 09:00:00,19,31.38,0,3,9.0,2024,8.5
2024-01-03 09:30:00,20,31.42,0,3,9.5,2024,6.4
2024-01-03 10:00:00,21,31.434,0,3,10.0,2024,7.5
2024-01-03 10:30:00,22,31.559,0,3,10.5,2024,8.5
2024-01-03 11:00:00,23,31.433,0,3,11.0,2024,8.9
2024-01-03 11:30:00,24,31.417,0,3,11.5,2024,6.8
2024-01-03 12:00:00,25,32.051,0,3,12.0,2024,7.3
2024-01-03 12:30:00,26,32.406,0,3,12.5,2024,5.7
2024-01-03 13:00:00,27,32.255,0,3,13.0,2024,9.7
2024-01-03 13:30:00,28,32.385,0,3,13.5,2024,7.5
2024-01-03 14:00:00,29,32.855,0,3,14.0,2024,8.5
2024-01-03 14:30:00,30,33.041,0,3,14.5,2024,9.8
2024-01-03 15:00:00,31,33.15,0,3,15.0,2024,7.8
2024-01-03 15:30:00,32,33.977,0,3,15.5,2024,7.0
2024-01-03 16:00:00,33,34.768,0,3,16.0,2024,7.2
2024-01-03 16:30:00,34,35.512,0,3,16.5,2024,6.7
2024-01-03 17:00:00,35,36.147,0,3,17.0,2024,8.2
2024-01-03 17:30:00,36,36.347,0,3,17.5,2024,6.5
2024-01-03 18:00:00,37,36.257,0,3,18.0,2024,4.9
2024-01-03 18:30:00,38,35.295,0,3,18.5,2024,6.9
2024-01-03 19:00:00,39,34.727,0,3,19.0,2024,6.9
2024-01-03 19:30:00,40,33.66,0,3,19.5,2024,2.7
2024-01-03 20:00:00,41,32.383,0,3,20.0,2024,6.7
2024-01-03 20:30:00,42,30.991,0,3,20.5,2024,4.7
2024-01-03 21:00:00,43,29.732,0,3,21.0,2024,4.3
2024-01-03 21:30:00,44,28.202,0,3,21.5,2024,5.2
2024-01-03 22:00:00,45,26.2,0,3,22.0,2024,2.7
2024-01-03 22:30:00,46,24.794,0,3,22.5,2024,4.8
2024-01-03 23:00:00,47,23.277,0,3,23.0,2024,2.7
2024-01-03 23:30:00,48,22.241,0,3,23.5,2024,1.0
2024-01-04 00:00:00,1,22.122,0,4,0.0,2024,1.7
2024-01-04 00:30:00,2,22.697,0,4,0.5,2024,4.1
2024-01-04 01:00:00,3,22.383,0,4,1.0,2024,1.9
2024-01-04 01:30:00,4,21.887,0,4,1.5,2024,5.8
2024-01-04 02:00:00,5,21.596,0,4,2.0,2024,5.3
2024-01-04 02:30:00,6,21.198,0,4,2.5,2024,5.7
2024-01-04 03:00:00,7,20.736,0,4,3.0,2024,4.1
2024-01-04 03:30:00,8,20.309,0,4,3.5,2024,4.6
2024-01-04 04:00:00,9,20.034,0,4,4.0,2024,2.7
2024-01-04 04:30:00,10,20.16,0,4,4.5,2024,6.2
2024-01-04 05:00:00,11,20.5,0,4,5.0,2024,5.6
2024-01-04 05:30:00,12,21.395,0,4,5.5,2024,6.2
2024-01-04 06:00:00,13,23.637,0,4,6.0,2024,8.2
2024-01-04 06:30:00,14,25.799,0,4,6.5,2024,5.1
2024-01-04 07:00:00,15,28.381,0,4,7.0,2024,6.2
2024-01-04 07:30:00,16,30.091,0,4,7.5,2024,7.2
2024-01-04 08:00:00,17,31.431,0,4,8.0,2024,5.6
2024-01-04 08:30:00,18,32.27,0,4,8.5,2024,6.9
2024-01-04 09:00:00,19,32.92,0,4,9.0,2024,8.2
2024-01-04 09:30:00,20,33.077,0,4,9.5,2024,7.2
2024-01-04 10:00:00,21,32.815,0,4,10.0,2024,9.8
2024-01-04 10:30:00,22,32.579,0,4,10.5,2024,5.7
2024-01-04 11:00:00,23,32.969,0,4,11.0,2024,9.8
2024-01-04 11:30:00,24,33.172,0,4,11.5,2024,9.2
2024-01-04 12:00:00,25,33.666,0,4,12.0,2024,7.4
2024-01-04 12:30:00,26,34.074,0,4,12.5,2024,6.8
2024-01-04 13:00:00,27,34.517,0,4,13.0,2024,5.0
2024-01-04 13:30:00,28,34.335,0,4,13.5,2024,6.8
2024-01-04 14:00:00,29,34.642,0,4,14.0,2024,9.4
2024-01-04 14:30:00,30,35.145,0,4,14.5,2024,7.6
2024-01-04 15:00:00,31,35.069,0,4,15.0,2024,9.2
2024-01-04 15:30:00,32,35.228,0,4,15.5,2024,6.3
2024-01-04 16:00:00,33,35.624,0,4,16.0,2024,8.0
2024-01-04 16:30:00,34,36.665,0,4,16.5,2024,5.6
2024-01-04 17:00:00,35,36.895,0,4,17.0,2024,4.9
2024-01-04 17:30:00,36,36.794,0,4,17.5,2024,5.9
2024-01-04 18:00:00,37,36.898,0,4,18.0,2024,4.7
2024-01-04 18:30:00,38,36.36,0,4,18.5,2024,3.1
2024-01-04 19:00:00,39,36.049,0,4,19.0,2024,4.8
2024-01-04 19:30:00,40,34.65,0,4,19.5,2024,4.9
2024-01-04 20:00:00,41,33.186,0,4,20.0,2024,6.4
2024-01-04 20:30:00,42,32.206,0,4,20.5,2024,5.6
2024-01-04 21:00:00,43,30.75,0,4,21.0,2024,5.8
2024-01-04 21:30:00,44,29.195,0,4,21.5,2024,4.8
2024-01-04 22:00:00,45,27.477,0,4,22.0,2024,4.0
2024-01-04 22:30:00,46,26.002,0,4,22.5,2024,1.6
2024-01-04 23:00:00,47,24.47,0,4,23.0,2024,3.5
2024-01-04 23:30:00,48,23.389,0,4,23.5,2024,4.1
2024-01-05 00:00:00,1,23.138,0,5,0.0,2024,5.4
2024-01-05 00:30:00,2,23.589,0,5,0.5,2024,4.3
2024-01-05 01:00:00,3,23.103,0,5,1.0,2024,5.2
2024-01-05 01:30:00,4,22.615,0,5,1.5,2024,1.9
2024-01-05 02:00:00,5,22.149,0,5,2.0,2024,3.1
2024-01-05 02:30:00,6,21.863,0,5,2.5,2024,4.4
2024-01-05 03:00:00,7,21.231,0,5,3.0,2024,5.7
2024-01-05 03:30:00,8,20.644,0,5,3.5,2024,4.0
2024-01-05 04:00:00,9,20.213,0,5,4.0,2024,4.4
2024-01-05 04:30:00,10,19.833,0,5,4.5,2024,5.8
2024-01-05 05:00:00,11,19.984,0,5,5.0,2024,3.4
2024-01-05 05:30:00,12,21.678,0,5,5.5,2024,7.8
2024-01-05 06:00:00,13,24.229,0,5,6.0,2024,4.4
2024-01-05 06:30:00,14,26.217,0,5,6.5,2024,3.2
2024-01-05 07:00:00,15,28.676,0,5,7.0,2024,6.4
2024-01-05 07:30:00,16,30.271,0,5,7.5,2024,9.2
2024-01-05 08:00:00,17,31.858,0,5,8.0,2024,7.9
2024-01-05 08:30:00,18,32.803,0,5,8.5,2024,8.4
2024-01-05 09:00:00,19,33.657,0,5,9.0,2024,7.6
2024-01-05 09:30:00,20,33.686,0,5,9.5,2024,7.5
2024-01-05 10:00:00,21,33.691,0,5,10.0,2024,5.6
2024-01-05 10:30:00,22,33.621,0,5,10.5,2024,4.7
2024-01-05 11:00:00,23,34.022,0,5,11.0,2024,8.4
2024-01-05 11:30:00,24,34.054,0,5,11.5,2024,10.2
2024-01-05 12:00:00,25,34.0,0,5,12.0,2024,8.7
2024-01-05 12:30:00,26,33.922,0,5,12.5,2024,9.1
2024-01-05 13:00:00,27,33.856,0,5,13.0,2024,10.5
2024-01-05 13:30:00,28,33.81,0,5,13.5,2024,8.5
2024-01-05 14:00:00,29,33.23,0,5,14.0,2024,7.7
2024-01-05 14:30:00,30,33.215,0,5,14.5,2024,6.5
2024-01-05 15:00:00,31,33.937,0,5,15.0,2024,10.5
2024-01-05 15:30:00,32,34.373,0,5,15.5,2024,8.0
2024-01-05 16:00:00,33,34.883,0,5,16.0,2024,5.6
2024-01-05 16:30:00,34,35.944,0,5,16.5,2024,4.9
2024-01-05 17:00:00,35,36.467,0,5,17.0,2024,8.3
2024-01-05 17:30:00,36,36.227,0,5,17.5,2024,4.5
2024-01-05 18:00:00,37,35.9,0,5,18.0,2024,8.5
2024-01-05 18:30:00,38,35.463,0,5,18.5,2024,1.3
2024-01-05 19:00:00,39,34.765,0,5,19.0,2024,7.2
2024-01-05 19:30:00,40,33.663,0,5,19.5,2024,5.5
2024-01-05 20:00:00,41,32.374,0,5,20.0,2024,4.7
2024-01-05 20:30:00,42,31.247,0,5,20.5,2024,3.9
2024-01-05 21:00:00,43,30.014,0,5,21.0,2024,6.8
2024-01-05 21:30:00,44,28.708,0,5,21.5,2024,4.8
2024-01-05 22:00:00,45,27.273,0,5,22.0,2024,2.2
2024-01-05 22:30:00,46,25.929,0,5,22.5,2024,0.8
2024-01-05 23:00:00,47,24.635,0,5,23.0,2024,3.6
2024-01-05 23:30:00,48,23.643,0,5,23.5,2024,3.3
2024-01-06 00:00:00,1,23.364,0,6,0.0,2024,1.0
2024-01-06 00:30:00,2,23.736,0,6,0.5,2024,3.2
2024-01-06 01:00:00,3,23.433,0,6,1.0,2024,2.5
2024-01-06 01:30:00,4,22.838,0,6,1.5,2024,3.5
2024-01-06 02:00:00,5,22.198,0,6,2.0,2024,4.7
2024-01-06 02:30:00,6,21.749,0,6,2.5,2024,6.0
2024-01-06 03:00:00,7,21.451,0,6,3.0,2024,5.4
2024-01-06 03:30:00,8,20.893,0,6,3.5,2024,3.2
2024-01-06 04:00:00,9,20.592,0,6,4.0,2024,5.1
2024-01-06 04:30:00,10,20.445,0,6,4.5,2024,4.9
2024-01-06 05:00:00,11,20.563,0,6,5.0,2024,3.1
2024-01-06 05:30:00,12,20.772,0,6,5.5,2024,6.0
2024-01-06 06:00:00,13,21.811,0,6,6.0,2024,8.5
2024-01-06 06:30:00,14,22.599,0,6,6.5,2024,6.1
2024-01-06 07:00:00,15,23.677,0,6,7.0,2024,4.0
2024-01-06 07:30:00,16,24.676,0,6,7.5,2024,6.8
2024-01-06 08:00:00,17,26.059,0,6,8.0,2024,5.2
2024-01-06 08:30:00,18,27.129,0,6,8.5,2024,8.6
2024-01-06 09:00:00,19,28.156,0,6,9.0,2024,8.3
2024-01-06 09:30:00,20,28.492,0,6,9.5,2024,7.5
2024-01-06 10:00:00,21,28.447,0,6,10.0,2024,7.4
2024-01-06 10:30:00,22,28.124,0,6,10.5,2024,7.8
2024-01-06 11:00:00,23,28.05,0,6,11.0,2024,8.2
2024-01-06 11:30:00,24,28.096,0,6,11.5,2024,7.1
2024-01-06 12:00:00,25,28.175,0,6,12.0,2024,6.2
2024-01-06 12:30:00,26,28.216,0,6,12.5,2024,9.9
2024-01-06 13:00:00,27,28.668,0,6,13.0,2024,7.6
2024-01-06 13:30:00,28,28.991,0,6,13.5,2024,8.3
2024-01-06 14:00:00,29,29.002,0,6,14.0,2024,8.4
2024-01-06 14:30:00,30,29.365,0,6,14.5,2024,8.2
2024-01-06 15:00:00,31,29.967,0,6,15.0,2024,5.8
2024-01-06 15:30:00,32,30.845,0,6,15.5,2024,4.8
2024-01-06 16:00:00,33,32.392,0,6,16.0,2024,6.1
2024-01-06 16:30:00,34,33.81,0,6,16.5,2024,7.3
2024-01-06 17:00:00,35,34.691,0,6,17.0,2024,5.3
2024-01-06 17:30:00,36,35.008,0,6,17.5,2024,5.6
2024-01-06 18:00:00,37,34.724,0,6,18.0,2024,9.0
2024-01-06 18:30:00,38,33.862,0,6,18.5,2024,2.7
2024-01-06 19:00:00,39,32.895,0,6,19.0,2024,4.0
2024-01-06 19:30:00,40,32.206,0,6,19.5,2024,7.7
2024-01-06 20:00:00,41,31.372,0,6,20.0,2024,4.4
2024-01-06 20:30:00,42,30.282,0,6,20.5,2024,3.2
2024-01-06 21:00:00,43,28.902,0,6,21.0,2024,5.7
2024-01-06 21:30:00,44,27.812,0,6,21.5,2024,3.9
2024-01-06 22:00:00,45,26.825,0,6,22.0,2024,3.1
2024-01-06 22:30:00,46,25.618,0,6,22.5,2024,3.7
2024-01-06 23:00:00,47,24.311,0,6,23.0,2024,2.4
2024-01-06 23:30:00,48,23.31,0,6,23.5,2024,1.8
2024-01-07 00:00:00,1,23.457,0,7,0.0,2024,3.1
2024-01-07 00:30:00,2,23.835,0,7,0.5,2024,1.8
2024-01-07 01:00:00,3,23.385,0,7,1.0,2024,3.4
2024-01-07 01:30:00,4,22.749,0,7,1.5,2024,4.0
2024-01-07 02:00:00,5,22.246,0,7,2.0,2024,4.9
2024-01-07 02:30:00,6,21.972,0,7,2.5,2024,5.5
2024-01-07 03:00:00,7,21.392,0,7,3.0,2024,3.4
2024-01-07 03:30:00,8,20.944,0,7,3.5,2024,5.0
2024-01-07 04:00:00,9,20.615,0,7,4.0,2024,5.3
2024-01-07 04:30:00,10,20.321,0,7,4.5,2024,5.3
2024-01-07 05:00:00,11,20.489,0,7,5.0,2024,4.4
2024-01-07 05:30:00,12,20.493,0,7,5.5,2024,3.9
2024-01-07 06:00:00,13,21.253,0,7,6.0,2024,6.5
2024-01-07 06:30:00,14,21.843,0,7,6.5,2024,3.6
2024-01-07 07:00:00,15,22.606,0,7,7.0,2024,6.0
2024-01-07 07:30:00,16,23.33,0,7,7.5,2024,2.9
2024-01-07 08:00:00,17,24.795,0,7,8.0,2024,5.0
2024-01-07 08:30:00,18,25.966,0,7,8.5,2024,6.0
2024-01-07 09:00:00,19,27.137,0,7,9.0,2024,9.2
2024-01-07 09:30:00,20,27.893,0,7,9.5,2024,8.8
2024-01-07 10:00:00,21,28.573,0,7,10.0,2024,7.1
2024-01-07 10:30:00,22,28.736,0,7,10.5,2024,9.2
2024-01-07 11:00:00,23,29.013,0,7,11.0,2024,9.5
2024-01-07 11:30:00,24,29.277,0,7,11.5,2024,8.0
2024-01-07 12:00:00,25,29.745,0,7,12.0,2024,6.2
2024-01-07 12:30:00,26,30.137,0,7,12.5,2024,8.0
2024-01-07 13:00:00,27,30.271,0,7,13.0,2024,8.1
2024-01-07 13:30:00,28,30.328,0,7,13.5,2024,6.3
2024-01-07 14:00:00,29,30.887,0,7,14.0,2024,8.5
2024-01-07 14:30:00,30,31.674,0,7,14.5,2024,8.2
2024-01-07 15:00:00,31,32.397,0,7,15.0,2024,8.2
2024-01-07 15:30:00,32,33.225,0,7,15.5,2024,7.7
2024-01-07 16:00:00,33,34.526,0,7,16.0,2024,8.1
2024-01-07 16:30:00,34,36.231,0,7,16.5,2024,6.5
2024-01-07 17:00:00,35,37.187,0,7,17.0,2024,6.7
2024-01-07 17:30:00,36,37.217,0,7,17.5,2024,5.5
2024-01-07 18:00:00,37,36.694,0,7,18.0,2024,4.9
2024-01-07 18:30:00,38,36.076,0,7,18.5,2024,7.5
2024-01-07 19:00:00,39,35.034,0,7,19.0,2024,2.1
2024-01-07 19:30:00,40,33.828,0,7,19.5,2024,6.2
2024-01-07 20:00:00,41,32.732,0,7,20.0,2024,3.6
2024-01-07 20:30:00,42,31.551,0,7,20.5,2024,3.1
2024-01-07 21:00:00,43,29.978,0,7,21.0,2024,4.4
2024-01-07 21:30:00,44,28.718,0,7,21.5,2024,1.6
2024-01-07 22:00:00,45,27.303,0,7,22.0,2024,2.4
2024-01-07 22:30:00,46,25.674,0,7,22.5,2024,2.2
2024-01-07 23:00:00,47,24.15,0,7,23.0,2024,3.0
2024-01-07 23:30:00,48,23.36,0,7,23.5,2024,2.1
2024-01-08 00:00:00,1,23.345,0,8,0.0,2024,5.7
2024-01-08 00:30:00,2,23.869,0,8,0.5,2024,6.0
2024-01-08 01:00:00,3,23.619,0,8,1.0,2024,0.4
2024-01-08 01:30:00,4,23.034,0,8,1.5,2024,4.3
2024-01-08 02:00:00,5,22.7,0,8,2.0,2024,4.9
2024-01-08 02:30:00,6,22.497,0,8,2.5,2024,4.7
2024-01-08 03:00:00,7,22.138,0,8,3.0,2024,3.1
2024-01-08 03:30:00,8,21.936,0,8,3.5,2024,3.9
2024-01-08 04:00:00,9,21.744,0,8,4.0,2024,3.5
2024-01-08 04:30:00,10,21.759,0,8,4.5,2024,4.2
2024-01-08 05:00:00,11,22.15,0,8,5.0,2024,3.4
2024-01-08 05:30:00,12,23.242,0,8,5.5,2024,5.3
2024-01-08 06:00:00,13,25.86,0,8,6.0,2024,3.6
2024-01-08 06:30:00,14,28.655,0,8,6.5,2024,5.9
2024-01-08 07:00:00,15,31.683,0,8,7.0,2024,4.6
2024-01-08 07:30:00,16,33.332,0,8,7.5,2024,7.1
2024-01-08 08:00:00,17,35.031,0,8,8.0,2024,6.1
2024-01-08 08:30:00,18,35.715,0,8,8.5,2024,7.8
2024-01-08 09:00:00,19,36.855,0,8,9.0,2024,9.2
2024-01-08 09:30:00,20,37.247,0,8,9.5,2024,10.2
2024-01-08 10:00:00,21,37.072,0,8,10.0,2024,4.2
2024-01-08 10:30:00,22,37.202,0,8,10.5,2024,6.9
2024-01-08 11:00:00,23,37.208,0,8,11.0,2024,7.8
2024-01-08 11:30:00,24,37.467,0,8,11.5,2024,9.0
2024-01-08 12:00:00,25,37.61,0,8,12.0,2024,5.9
2024-01-08 12:30:00,26,37.728,0,8,12.5,2024,6.8
2024-01-08 13:00:00,27,38.094,0,8,13.0,2024,8.4
2024-01-08 13:30:00,28,37.907,0,8,13.5,2024,8.3
2024-01-08 14:00:00,29,37.734,0,8,14.0,2024,8.6
2024-01-08 14:30:00,30,37.72,0,8,14.5,2024,8.5
2024-01-08 15:00:00,31,37.571,0,8,15.0,2024,8.1
2024-01-08 15:30:00,32,38.414,0,8,15.5,2024,7.6
2024-01-08 16:00:00,33,39.534,0,8,16.0,2024,7.2
2024-01-08 16:30:00,34,39.818,0,8,16.5,2024,7.8
2024-01-08 17:00:00,35,39.28,0,8,17.0,2024,3.1
2024-01-08 17:30:00,36,39.563,0,8,17.5,2024,8.5
2024-01-08 18:00:00,37,39.326,0,8,18.0,2024,2.5
2024-01-08 18:30:00,38,39.09,0,8,18.5,2024,3.9
2024-01-08 19:00:00,39,38.498,0,8,19.0,2024,4.8
2024-01-08 19:30:00,40,37.4,0,8,19.5,2024,5.9
2024-01-08 20:00:00,41,35.946,0,8,20.0,2024,0.1
2024-01-08 20:30:00,42,34.319,0,8,20.5,2024,4.3
2024-01-08 21:00:00,43,32.781,0,8,21.0,2024,5.2
2024-01-08 21:30:00,44,31.016,0,8,21.5,2024,5.3
2024-01-08 22:00:00,45,28.865,0,8,22.0,2024,2.6
2024-01-08 22:30:00,46,27.083,0,8,22.5,2024,3.1
2024-01-08 23:00:00,47,25.399,0,8,23.0,2024,2.5
2024-01-08 23:30:00,48,24.292,0,8,23.5,2024,2.8
2024-01-09 00:00:00,1,24.152,0,9,0.0,2024,1.8
2024-01-09 00:30:00,2,24.604,0,9,0.5,2024,2.0
2024-01-09 01:00:00,3,24.19,0,9,1.0,2024,4.1
2024-01-09 01:30:00,4,23.623,0,9,1.5,2024,3.7
2024-01-09 02:00:00,5,23.29,0,9,2.0,2024,4.4
2024-01-09 02:30:00,6,22.951,0,9,2.5,2024,4.2
2024-01-09 03:00:00,7,22.654,0,9,3.0,2024,5.1
2024-01-09 03:30:00,8,22.324,0,9,3.5,2024,5.7
2024-01-09 04:00:00,9,22.062,0,9,4.0,2024,2.0
2024-01-09 04:30:00,10,22.103,0,9,4.5,2024,3.6
2024-01-09 05:00:00,11,22.644,0,9,5.0,2024,4.9
2024-01-09 05:30:00,12,23.76,0,9,5.5,2024,5.5
2024-01-09 06:00:00,13,26.536,0,9,6.0,2024,4.9
2024-01-09 06:30:00,14,29.278,0,9,6.5,2024,7.6
2024-01-09 07:00:00,15,32.406,0,9,7.0,2024,9.5
2024-01-09 07:30:00,16,34.027,0,9,7.5,2024,7.1
2024-01-09 08:00:00,17,35.467,0,9,8.0,2024,7.2
2024-01-09 08:30:00,18,36.077,0,9,8.5,2024,8.7
2024-01-09 09:00:00,19,36.748,0,9,9.0,2024,4.8
2024-01-09 09:30:00,20,36.438,0,9,9.5,2024,7.9
2024-01-09 10:00:00,21,35.735,0,9,10.0,2024,9.5
2024-01-09 10:30:00,22,35.014,0,9,10.5,2024,7.2
2024-01-09 11:00:00,23,34.55,0,9,11.0,2024,6.4
2024-01-09 11:30:00,24,34.089,0,9,11.5,2024,8.1
2024-01-09 12:00:00,25,34.046,0,9,12.0,2024,8.3
2024-01-09 12:30:00,26,33.769,0,9,12.5,2024,7.0
