settlement_date,england_wales_demand,item_id,embedded_solar_generation,embedded_solar_capacity,is_holiday
2021-01-01 00:00:00,26130.0,UK,0,13080,1
2021-01-01 00:30:00,26281.0,UK,0,13080,1
2021-01-01 01:00:00,25557.0,UK,0,13080,1
2021-01-01 01:30:00,24792.0,UK,0,13080,1
2021-01-01 02:00:00,23933.0,UK,0,13080,1
2021-01-01 02:30:00,23284.0,UK,0,13080,1
2021-01-01 03:00:00,22666.0,UK,0,13080,1
2021-01-01 03:30:00,22162.0,UK,0,13080,1
2021-01-01 04:00:00,21797.0,UK,0,13080,1
2021-01-01 04:30:00,21512.0,UK,0,13080,1
2021-01-01 05:00:00,21527.0,UK,0,13080,1
2021-01-01 05:30:00,21483.0,UK,0,13080,1
2021-01-01 06:00:00,22125.0,UK,0,13080,1
2021-01-01 06:30:00,22485.0,UK,0,13080,1
2021-01-01 07:00:00,23054.0,UK,0,13080,1
2021-01-01 07:30:00,23237.0,UK,0,13080,1
2021-01-01 08:00:00,23791.0,UK,2,13080,1
2021-01-01 08:30:00,24643.0,UK,43,13080,1
2021-01-01 09:00:00,25916.0,UK,198,13080,1
2021-01-01 09:30:00,27137.0,UK,344,13080,1
2021-01-01 10:00:00,28257.0,UK,514,13080,1
2021-01-01 10:30:00,29088.0,UK,714,13080,1
2021-01-01 11:00:00,29983.0,UK,932,13080,1
2021-01-01 11:30:00,30545.0,UK,1060,13080,1
2021-01-01 12:00:00,31311.0,UK,1080,13080,1
2021-01-01 12:30:00,31754.0,UK,1120,13080,1
2021-01-01 13:00:00,32008.0,UK,1060,13080,1
2021-01-01 13:30:00,31969.0,UK,974,13080,1
2021-01-01 14:00:00,32095.0,UK,771,13080,1
2021-01-01 14:30:00,32134.0,UK,467,13080,1
2021-01-01 15:00:00,32315.0,UK,177,13080,1
2021-01-01 15:30:00,32914.0,UK,37,13080,1
2021-01-01 16:00:00,34107.0,UK,2,13080,1
2021-01-01 16:30:00,35786.0,UK,0,13080,1
2021-01-01 17:00:00,36198.0,UK,0,13080,1
2021-01-01 17:30:00,36037.0,UK,0,13080,1
2021-01-01 18:00:00,35341.0,UK,0,13080,1
2021-01-01 18:30:00,34197.0,UK,0,13080,1
2021-01-01 19:00:00,33098.0,UK,0,13080,1
2021-01-01 19:30:00,31960.0,UK,0,13080,1
2021-01-01 20:00:00,30948.0,UK,0,13080,1
2021-01-01 20:30:00,30085.0,UK,0,13080,1
2021-01-01 21:00:00,29026.0,UK,0,13080,1
2021-01-01 21:30:00,28031.0,UK,0,13080,1
2021-01-01 22:00:00,27000.0,UK,0,13080,1
2021-01-01 22:30:00,25866.0,UK,0,13080,1
2021-01-01 23:00:00,24265.0,UK,0,13080,1
2021-01-01 23:30:00,23358.0,UK,0,13080,1
2021-01-02 00:00:00,23242.0,UK,0,13080,0
2021-01-02 00:30:00,23572.0,UK,0,13080,0
2021-01-02 01:00:00,23254.0,UK,0,13080,0
2021-01-02 01:30:00,22820.0,UK,0,13080,0
2021-01-02 02:00:00,22427.0,UK,0,13080,0
2021-01-02 02:30:00,21980.0,UK,0,13080,0
2021-01-02 03:00:00,21651.0,UK,0,13080,0
2021-01-02 03:30:00,21264.0,UK,0,13080,0
2021-01-02 04:00:00,20983.0,UK,0,13080,0
2021-01-02 04:30:00,20829.0,UK,0,13080,0
2021-01-02 05:00:00,21161.0,UK,0,13080,0
2021-01-02 05:30:00,21422.0,UK,0,13080,0
2021-01-02 06:00:00,22421.0,UK,0,13080,0
2021-01-02 06:30:00,23147.0,UK,0,13080,0
2021-01-02 07:00:00,24067.0,UK,0,13080,0
2021-01-02 07:30:00,24600.0,UK,0,13080,0
2021-01-02 08:00:00,25736.0,UK,5,13080,0
2021-01-02 08:30:00,27025.0,UK,230,13080,0
2021-01-02 09:00:00,28249.0,UK,808,13080,0
2021-01-02 09:30:00,29049.0,UK,1300,13080,0
2021-01-02 10:00:00,29570.0,UK,1750,13080,0
2021-01-02 10:30:00,29962.0,UK,1800,13080,0
2021-01-02 11:00:00,30224.0,UK,2080,13080,0
2021-01-02 11:30:00,30818.0,UK,2230,13080,0
2021-01-02 12:00:00,31453.0,UK,2300,13080,0
2021-01-02 12:30:00,31845.0,UK,2180,13080,0
2021-01-02 13:00:00,32374.0,UK,1820,13080,0
2021-01-02 13:30:00,32391.0,UK,1160,13080,0
2021-01-02 14:00:00,32718.0,UK,725,13080,0
2021-01-02 14:30:00,33030.0,UK,493,13080,0
2021-01-02 15:00:00,33541.0,UK,215,13080,0
2021-01-02 15:30:00,34044.0,UK,35,13080,0
2021-01-02 16:00:00,35404.0,UK,1,13080,0
2021-01-02 16:30:00,37261.0,UK,0,13080,0
2021-01-02 17:00:00,37965.0,UK,2,13080,0
2021-01-02 17:30:00,38005.0,UK,0,13080,0
2021-01-02 18:00:00,37293.0,UK,0,13080,0
2021-01-02 18:30:00,36480.0,UK,0,13080,0
2021-01-02 19:00:00,35627.0,UK,0,13080,0
2021-01-02 19:30:00,34197.0,UK,0,13080,0
2021-01-02 20:00:00,33119.0,UK,0,13080,0
2021-01-02 20:30:00,31926.0,UK,0,13080,0
2021-01-02 21:00:00,30844.0,UK,0,13080,0
2021-01-02 21:30:00,29598.0,UK,0,13080,0
2021-01-02 22:00:00,28201.0,UK,0,13080,0
2021-01-02 22:30:00,26852.0,UK,0,13080,0
2021-01-02 23:00:00,25310.0,UK,0,13080,0
2021-01-02 23:30:00,24592.0,UK,0,13080,0
2021-01-03 00:00:00,24296.0,UK,0,13080,0
2021-01-03 00:30:00,24494.0,UK,0,13080,0
2021-01-03 01:00:00,24230.0,UK,0,13080,0
2021-01-03 01:30:00,23606.0,UK,0,13080,0
2021-01-03 02:00:00,23079.0,UK,0,13080,0
2021-01-03 02:30:00,22613.0,UK,0,13080,0
2021-01-03 03:00:00,22067.0,UK,0,13080,0
2021-01-03 03:30:00,21427.0,UK,0,13080,0
2021-01-03 04:00:00,21087.0,UK,0,13080,0
2021-01-03 04:30:00,20846.0,UK,0,13080,0
2021-01-03 05:00:00,20905.0,UK,0,13080,0
2021-01-03 05:30:00,20914.0,UK,0,13080,0
2021-01-03 06:00:00,21727.0,UK,0,13080,0
2021-01-03 06:30:00,22205.0,UK,0,13080,0
2021-01-03 07:00:00,23033.0,UK,0,13080,0
2021-01-03 07:30:00,23471.0,UK,0,13080,0
2021-01-03 08:00:00,24421.0,UK,3,13080,0
2021-01-03 08:30:00,25928.0,UK,72,13080,0
2021-01-03 09:00:00,27471.0,UK,396,13080,0
2021-01-03 09:30:00,28775.0,UK,856,13080,0
2021-01-03 10:00:00,29863.0,UK,1240,13080,0
2021-01-03 10:30:00,30457.0,UK,1650,13080,0
2021-01-03 11:00:00,31010.0,UK,1800,13080,0
2021-01-03 11:30:00,31353.0,UK,1700,13080,0
2021-01-03 12:00:00,31883.0,UK,2050,13080,0
2021-01-03 12:30:00,32307.0,UK,2000,13080,0
2021-01-03 13:00:00,32340.0,UK,1940,13080,0
2021-01-03 13:30:00,32503.0,UK,1510,13080,0
2021-01-03 14:00:00,32781.0,UK,1120,13080,0
2021-01-03 14:30:00,33151.0,UK,658,13080,0
2021-01-03 15:00:00,34009.0,UK,289,13080,0
2021-01-03 15:30:00,34854.0,UK,73,13080,0
2021-01-03 16:00:00,36600.0,UK,4,13080,0
2021-01-03 16:30:00,38174.0,UK,0,13080,0
2021-01-03 17:00:00,38703.0,UK,0,13080,0
2021-01-03 17:30:00,38546.0,UK,0,13080,0
2021-01-03 18:00:00,37798.0,UK,0,13080,0
2021-01-03 18:30:00,36493.0,UK,0,13080,0
2021-01-03 19:00:00,35016.0,UK,0,13080,0
2021-01-03 19:30:00,33593.0,UK,0,13080,0
2021-01-03 20:00:00,32597.0,UK,0,13080,0
2021-01-03 20:30:00,31263.0,UK,0,13080,0
2021-01-03 21:00:00,29948.0,UK,0,13080,0
2021-01-03 21:30:00,28632.0,UK,0,13080,0
2021-01-03 22:00:00,27310.0,UK,0,13080,0
2021-01-03 22:30:00,25730.0,UK,0,13080,0
2021-01-03 23:00:00,24353.0,UK,0,13080,0
2021-01-03 23:30:00,23289.0,UK,0,13080,0
2021-01-04 00:00:00,23137.0,UK,0,13080,0
2021-01-04 00:30:00,23770.0,UK,0,13080,0
2021-01-04 01:00:00,23582.0,UK,0,13080,0
2021-01-04 01:30:00,23039.0,UK,0,13080,0
2021-01-04 02:00:00,22454.0,UK,0,13080,0
2021-01-04 02:30:00,22163.0,UK,0,13080,0
2021-01-04 03:00:00,21940.0,UK,0,13080,0
2021-01-04 03:30:00,21599.0,UK,0,13080,0
2021-01-04 04:00:00,21512.0,UK,0,13080,0
2021-01-04 04:30:00,21626.0,UK,0,13080,0
2021-01-04 05:00:00,22190.0,UK,0,13080,0
2021-01-04 05:30:00,23143.0,UK,0,13080,0
2021-01-04 06:00:00,25390.0,UK,0,13080,0
2021-01-04 06:30:00,27445.0,UK,0,13080,0
2021-01-04 07:00:00,29816.0,UK,0,13080,0
2021-01-04 07:30:00,31592.0,UK,0,13080,0
2021-01-04 08:00:00,33572.0,UK,1,13080,0
2021-01-04 08:30:00,34923.0,UK,70,13080,0
2021-01-04 09:00:00,36005.0,UK,230,13080,0
2021-01-04 09:30:00,36454.0,UK,430,13080,0
2021-01-04 10:00:00,36586.0,UK,675,13080,0
2021-01-04 10:30:00,36668.0,UK,961,13080,0
2021-01-04 11:00:00,37102.0,UK,1070,13080,0
2021-01-04 11:30:00,37148.0,UK,1130,13080,0
2021-01-04 12:00:00,37517.0,UK,1060,13080,0
2021-01-04 12:30:00,37680.0,UK,984,13080,0
2021-01-04 13:00:00,38174.0,UK,849,13080,0
2021-01-04 13:30:00,38133.0,UK,710,13080,0
2021-01-04 14:00:00,38308.0,UK,534,13080,0
2021-01-04 14:30:00,38222.0,UK,365,13080,0
2021-01-04 15:00:00,38100.0,UK,182,13080,0
2021-01-04 15:30:00,38569.0,UK,38,13080,0
2021-01-04 16:00:00,39588.0,UK,1,13080,0
2021-01-04 16:30:00,40775.0,UK,0,13080,0
2021-01-04 17:00:00,41069.0,UK,0,13080,0
2021-01-04 17:30:00,40846.0,UK,0,13080,0
2021-01-04 18:00:00,40544.0,UK,0,13080,0
2021-01-04 18:30:00,39905.0,UK,0,13080,0
2021-01-04 19:00:00,38736.0,UK,0,13080,0
2021-01-04 19:30:00,37412.0,UK,0,13080,0
2021-01-04 20:00:00,35445.0,UK,0,13080,0
2021-01-04 20:30:00,34331.0,UK,0,13080,0
2021-01-04 21:00:00,33101.0,UK,0,13080,0
2021-01-04 21:30:00,31482.0,UK,0,13080,0
2021-01-04 22:00:00,29692.0,UK,0,13080,0
2021-01-04 22:30:00,27980.0,UK,0,13080,0
2021-01-04 23:00:00,26426.0,UK,0,13080,0
2021-01-04 23:30:00,25152.0,UK,0,13080,0
2021-01-05 00:00:00,24994.0,UK,0,13080,0
2021-01-05 00:30:00,25337.0,UK,0,13080,0
2021-01-05 01:00:00,25083.0,UK,0,13080,0
2021-01-05 01:30:00,24500.0,UK,0,13080,0
2021-01-05 02:00:00,24273.0,UK,0,13080,0
2021-01-05 02:30:00,24055.0,UK,0,13080,0
2021-01-05 03:00:00,23782.0,UK,0,13080,0
2021-01-05 03:30:00,23423.0,UK,0,13080,0
2021-01-05 04:00:00,23340.0,UK,0,13080,0
2021-01-05 04:30:00,23483.0,UK,0,13080,0
2021-01-05 05:00:00,23918.0,UK,0,13080,0
2021-01-05 05:30:00,24770.0,UK,0,13080,0
2021-01-05 06:00:00,27047.0,UK,0,13080,0
2021-01-05 06:30:00,28868.0,UK,2,13080,0
2021-01-05 07:00:00,31028.0,UK,0,13080,0
2021-01-05 07:30:00,33050.0,UK,0,13080,0
2021-01-05 08:00:00,34895.0,UK,2,13080,0
2021-01-05 08:30:00,36044.0,UK,102,13080,0
2021-01-05 09:00:00,36618.0,UK,396,13080,0
2021-01-05 09:30:00,36999.0,UK,822,13080,0
2021-01-05 10:00:00,36691.0,UK,1380,13080,0
2021-01-05 10:30:00,36710.0,UK,1860,13080,0
2021-01-05 11:00:00,36668.0,UK,2520,13080,0
2021-01-05 11:30:00,36539.0,UK,2670,13080,0
2021-01-05 12:00:00,36644.0,UK,2650,13080,0
2021-01-05 12:30:00,36828.0,UK,2440,13080,0
2021-01-05 13:00:00,37229.0,UK,2060,13080,0
2021-01-05 13:30:00,37250.0,UK,1610,13080,0
2021-01-05 14:00:00,37516.0,UK,1030,13080,0
2021-01-05 14:30:00,37680.0,UK,738,13080,0
2021-01-05 15:00:00,38284.0,UK,326,13080,0
2021-01-05 15:30:00,38858.0,UK,82,13080,0
2021-01-05 16:00:00,39849.0,UK,5,13080,0
2021-01-05 16:30:00,40420.0,UK,0,13080,0
2021-01-05 17:00:00,40462.0,UK,0,13080,0
2021-01-05 17:30:00,40429.0,UK,0,13080,0
2021-01-05 18:00:00,40475.0,UK,1,13080,0
2021-01-05 18:30:00,39701.0,UK,0,13080,0
2021-01-05 19:00:00,38916.0,UK,0,13080,0
2021-01-05 19:30:00,37837.0,UK,0,13080,0
2021-01-05 20:00:00,36702.0,UK,0,13080,0
2021-01-05 20:30:00,35497.0,UK,0,13080,0
2021-01-05 21:00:00,33652.0,UK,0,13080,0
2021-01-05 21:30:00,32101.0,UK,0,13080,0
2021-01-05 22:00:00,30285.0,UK,0,13080,0
2021-01-05 22:30:00,28560.0,UK,0,13080,0
2021-01-05 23:00:00,26992.0,UK,0,13080,0
2021-01-05 23:30:00,25929.0,UK,0,13080,0
2021-01-06 00:00:00,25767.0,UK,0,13080,0
2021-01-06 00:30:00,26321.0,UK,0,13080,0
2021-01-06 01:00:00,26171.0,UK,0,13080,0
2021-01-06 01:30:00,25748.0,UK,0,13080,0
2021-01-06 02:00:00,25354.0,UK,0,13080,0
2021-01-06 02:30:00,24928.0,UK,0,13080,0
2021-01-06 03:00:00,24599.0,UK,0,13080,0
2021-01-06 03:30:00,24187.0,UK,0,13080,0
2021-01-06 04:00:00,24089.0,UK,0,13080,0
2021-01-06 04:30:00,24172.0,UK,0,13080,0
2021-01-06 05:00:00,24703.0,UK,0,13080,0
2021-01-06 05:30:00,25778.0,UK,0,13080,0
2021-01-06 06:00:00,28057.0,UK,0,13080,0
2021-01-06 06:30:00,29983.0,UK,0,13080,0
2021-01-06 07:00:00,32546.0,UK,0,13080,0
2021-01-06 07:30:00,34607.0,UK,0,13080,0
2021-01-06 08:00:00,36388.0,UK,1,13080,0
2021-01-06 08:30:00,37293.0,UK,45,13080,0
2021-01-06 09:00:00,37449.0,UK,259,13080,0
2021-01-06 09:30:00,37606.0,UK,642,13080,0
2021-01-06 10:00:00,37808.0,UK,981,13080,0
2021-01-06 10:30:00,37923.0,UK,1330,13080,0
2021-01-06 11:00:00,38276.0,UK,1510,13080,0
2021-01-06 11:30:00,38385.0,UK,1820,13080,0
2021-01-06 12:00:00,38523.0,UK,2310,13080,0
2021-01-06 12:30:00,38299.0,UK,2270,13080,0
2021-01-06 13:00:00,38162.0,UK,2090,13080,0
2021-01-06 13:30:00,37969.0,UK,1610,13080,0
2021-01-06 14:00:00,37959.0,UK,1490,13080,0
2021-01-06 14:30:00,38030.0,UK,1100,13080,0
2021-01-06 15:00:00,38691.0,UK,566,13080,0
2021-01-06 15:30:00,39530.0,UK,119,13080,0
2021-01-06 16:00:00,39596.0,UK,3,13080,0
2021-01-06 16:30:00,40901.0,UK,0,13080,0
2021-01-06 17:00:00,41498.0,UK,0,13080,0
2021-01-06 17:30:00,41713.0,UK,0,13080,0
2021-01-06 18:00:00,41363.0,UK,0,13080,0
2021-01-06 18:30:00,41180.0,UK,0,13080,0
2021-01-06 19:00:00,40231.0,UK,0,13080,0
2021-01-06 19:30:00,39180.0,UK,0,13080,0
2021-01-06 20:00:00,37935.0,UK,0,13080,0
2021-01-06 20:30:00,36679.0,UK,0,13080,0
2021-01-06 21:00:00,35016.0,UK,0,13080,0
2021-01-06 21:30:00,33509.0,UK,0,13080,0
2021-01-06 22:00:00,31641.0,UK,0,13080,0
2021-01-06 22:30:00,29930.0,UK,0,13080,0
2021-01-06 23:00:00,28066.0,UK,0,13080,0
2021-01-06 23:30:00,26866.0,UK,0,13080,0
2021-01-07 00:00:00,26843.0,UK,0,13080,0
2021-01-07 00:30:00,27198.0,UK,0,13080,0
2021-01-07 01:00:00,26961.0,UK,0,13080,0
2021-01-07 01:30:00,26624.0,UK,0,13080,0
2021-01-07 02:00:00,26209.0,UK,0,13080,0
2021-01-07 02:30:00,25980.0,UK,0,13080,0
2021-01-07 03:00:00,25697.0,UK,0,13080,0
2021-01-07 03:30:00,25318.0,UK,0,13080,0
2021-01-07 04:00:00,25009.0,UK,0,13080,0
2021-01-07 04:30:00,25091.0,UK,0,13080,0
2021-01-07 05:00:00,25603.0,UK,0,13080,0
2021-01-07 05:30:00,26686.0,UK,0,13080,0
2021-01-07 06:00:00,28710.0,UK,0,13080,0
2021-01-07 06:30:00,30576.0,UK,0,13080,0
2021-01-07 07:00:00,32807.0,UK,0,13080,0
2021-01-07 07:30:00,34513.0,UK,0,13080,0
2021-01-07 08:00:00,36642.0,UK,3,13080,0
2021-01-07 08:30:00,37538.0,UK,95,13080,0
2021-01-07 09:00:00,38239.0,UK,474,13080,0
2021-01-07 09:30:00,38337.0,UK,893,13080,0
2021-01-07 10:00:00,38147.0,UK,1290,13080,0
2021-01-07 10:30:00,37958.0,UK,1640,13080,0
2021-01-07 11:00:00,38308.0,UK,1930,13080,0
2021-01-07 11:30:00,38096.0,UK,2060,13080,0
2021-01-07 12:00:00,38211.0,UK,2080,13080,0
2021-01-07 12:30:00,38110.0,UK,2140,13080,0
2021-01-07 13:00:00,38099.0,UK,2150,13080,0
2021-01-07 13:30:00,37959.0,UK,1870,13080,0
2021-01-07 14:00:00,38487.0,UK,1420,13080,0
2021-01-07 14:30:00,38731.0,UK,1000,13080,0
2021-01-07 15:00:00,38931.0,UK,533,13080,0
2021-01-07 15:30:00,39398.0,UK,121,13080,0
2021-01-07 16:00:00,40345.0,UK,7,13080,0
2021-01-07 16:30:00,41462.0,UK,0,13080,0
2021-01-07 17:00:00,42122.0,UK,0,13080,0
2021-01-07 17:30:00,42150.0,UK,0,13080,0
2021-01-07 18:00:00,41625.0,UK,1,13080,0
2021-01-07 18:30:00,41216.0,UK,0,13080,0
2021-01-07 19:00:00,40605.0,UK,0,13080,0
2021-01-07 19:30:00,39025.0,UK,0,13080,0
2021-01-07 20:00:00,37711.0,UK,0,13080,0
2021-01-07 20:30:00,36791.0,UK,0,13080,0
2021-01-07 21:00:00,35341.0,UK,0,13080,0
2021-01-07 21:30:00,33761.0,UK,0,13080,0
2021-01-07 22:00:00,32138.0,UK,0,13080,0
2021-01-07 22:30:00,30166.0,UK,0,13080,0
2021-01-07 23:00:00,28429.0,UK,0,13080,0
2021-01-07 23:30:00,27312.0,UK,0,13080,0
2021-01-08 00:00:00,27155.0,UK,0,13080,0
2021-01-08 00:30:00,27557.0,UK,0,13080,0
2021-01-08 01:00:00,27375.0,UK,0,13080,0
2021-01-08 01:30:00,26883.0,UK,0,13080,0
2021-01-08 02:00:00,26335.0,UK,0,13080,0
2021-01-08 02:30:00,26022.0,UK,0,13080,0
2021-01-08 03:00:00,25574.0,UK,0,13080,0
2021-01-08 03:30:00,25230.0,UK,0,13080,0
2021-01-08 04:00:00,25011.0,UK,0,13080,0
2021-01-08 04:30:00,25073.0,UK,0,13080,0
2021-01-08 05:00:00,25712.0,UK,0,13080,0
2021-01-08 05:30:00,26331.0,UK,1,13080,0
2021-01-08 06:00:00,28441.0,UK,0,13080,0
2021-01-08 06:30:00,30203.0,UK,0,13080,0
2021-01-08 07:00:00,32480.0,UK,0,13080,0
2021-01-08 07:30:00,34352.0,UK,0,13080,0
2021-01-08 08:00:00,36337.0,UK,2,13080,0
2021-01-08 08:30:00,37221.0,UK,58,13080,0
2021-01-08 09:00:00,38088.0,UK,231,13080,0
2021-01-08 09:30:00,38173.0,UK,471,13080,0
2021-01-08 10:00:00,38373.0,UK,664,13080,0
2021-01-08 10:30:00,38511.0,UK,841,13080,0
2021-01-08 11:00:00,38622.0,UK,911,13080,0
2021-01-08 11:30:00,38884.0,UK,951,13080,0
2021-01-08 12:00:00,39379.0,UK,1010,13080,0
2021-01-08 12:30:00,39358.0,UK,948,13080,0
2021-01-08 13:00:00,39438.0,UK,922,13080,0
2021-01-08 13:30:00,38899.0,UK,806,13080,0
2021-01-08 14:00:00,38813.0,UK,593,13080,0
2021-01-08 14:30:00,38689.0,UK,413,13080,0
2021-01-08 15:00:00,38890.0,UK,203,13080,0
2021-01-08 15:30:00,39270.0,UK,41,13080,0
2021-01-08 16:00:00,39570.0,UK,3,13080,0
2021-01-08 16:30:00,40559.0,UK,0,13080,0
2021-01-08 17:00:00,40826.0,UK,0,13080,0
2021-01-08 17:30:00,40731.0,UK,0,13080,0
2021-01-08 18:00:00,40423.0,UK,0,13080,0
2021-01-08 18:30:00,39696.0,UK,0,13080,0
2021-01-08 19:00:00,38899.0,UK,0,13080,0
2021-01-08 19:30:00,37163.0,UK,0,13080,0
2021-01-08 20:00:00,36125.0,UK,0,13080,0
2021-01-08 20:30:00,35067.0,UK,0,13080,0
2021-01-08 21:00:00,33629.0,UK,0,13080,0
2021-01-08 21:30:00,32219.0,UK,0,13080,0
2021-01-08 22:00:00,31200.0,UK,0,13080,0
2021-01-08 22:30:00,29804.0,UK,0,13080,0
2021-01-08 23:00:00,28136.0,UK,0,13080,0
2021-01-08 23:30:00,27244.0,UK,0,13080,0
2021-01-09 00:00:00,26990.0,UK,0,13080,0
2021-01-09 00:30:00,27471.0,UK,0,13080,0
2021-01-09 01:00:00,27188.0,UK,0,13080,0
2021-01-09 01:30:00,26564.0,UK,0,13080,0
2021-01-09 02:00:00,25981.0,UK,0,13080,0
2021-01-09 02:30:00,25737.0,UK,0,13080,0
2021-01-09 03:00:00,25273.0,UK,0,13080,0
2021-01-09 03:30:00,24835.0,UK,0,13080,0
2021-01-09 04:00:00,24633.0,UK,0,13080,0
2021-01-09 04:30:00,24493.0,UK,0,13080,0
2021-01-09 05:00:00,24629.0,UK,0,13080,0
2021-01-09 05:30:00,24881.0,UK,0,13080,0
2021-01-09 06:00:00,25965.0,UK,0,13080,0
2021-01-09 06:30:00,26590.0,UK,0,13080,0
2021-01-09 07:00:00,27641.0,UK,0,13080,0
2021-01-09 07:30:00,28188.0,UK,0,13080,0
2021-01-09 08:00:00,29535.0,UK,10,13080,0
2021-01-09 08:30:00,31012.0,UK,174,13080,0
2021-01-09 09:00:00,32222.0,UK,652,13080,0
2021-01-09 09:30:00,33051.0,UK,1090,13080,0
2021-01-09 10:00:00,33435.0,UK,1440,13080,0
2021-01-09 10:30:00,33826.0,UK,1700,13080,0
2021-01-09 11:00:00,33956.0,UK,1890,13080,0
2021-01-09 11:30:00,34147.0,UK,2090,13080,0
2021-01-09 12:00:00,34252.0,UK,2460,13080,0
2021-01-09 12:30:00,34223.0,UK,2580,13080,0
2021-01-09 13:00:00,34183.0,UK,2400,13080,0
2021-01-09 13:30:00,34064.0,UK,2160,13080,0
2021-01-09 14:00:00,34214.0,UK,1800,13080,0
2021-01-09 14:30:00,34302.0,UK,1220,13080,0
2021-01-09 15:00:00,34744.0,UK,625,13080,0
2021-01-09 15:30:00,35525.0,UK,158,13080,0
2021-01-09 16:00:00,36838.0,UK,5,13080,0
2021-01-09 16:30:00,38731.0,UK,0,13080,0
2021-01-09 17:00:00,39715.0,UK,0,13080,0
2021-01-09 17:30:00,40111.0,UK,0,13080,0
2021-01-09 18:00:00,39546.0,UK,0,13080,0
2021-01-09 18:30:00,38529.0,UK,0,13080,0
2021-01-09 19:00:00,37110.0,UK,0,13080,0
2021-01-09 19:30:00,36038.0,UK,0,13080,0
2021-01-09 20:00:00,35362.0,UK,0,13080,0
2021-01-09 20:30:00,34069.0,UK,0,13080,0
2021-01-09 21:00:00,32699.0,UK,0,13080,0
2021-01-09 21:30:00,31373.0,UK,0,13080,0
2021-01-09 22:00:00,30119.0,UK,0,13080,0
2021-01-09 22:30:00,28461.0,UK,0,13080,0
2021-01-09 23:00:00,27033.0,UK,0,13080,0
2021-01-09 23:30:00,26101.0,UK,0,13080,0
2021-01-10 00:00:00,25764.0,UK,0,13080,0
2021-01-10 00:30:00,26196.0,UK,0,13080,0
2021-01-10 01:00:00,25927.0,UK,0,13080,0
2021-01-10 01:30:00,25326.0,UK,0,13080,0
2021-01-10 02:00:00,24945.0,UK,0,13080,0
2021-01-10 02:30:00,24464.0,UK,0,13080,0
2021-01-10 03:00:00,23956.0,UK,0,13080,0
2021-01-10 03:30:00,23528.0,UK,0,13080,0
2021-01-10 04:00:00,23255.0,UK,0,13080,0
2021-01-10 04:30:00,23056.0,UK,0,13080,0
2021-01-10 05:00:00,23085.0,UK,0,13080,0
2021-01-10 05:30:00,23155.0,UK,0,13080,0
2021-01-10 06:00:00,23800.0,UK,0,13080,0
2021-01-10 06:30:00,24392.0,UK,0,13080,0
2021-01-10 07:00:00,25185.0,UK,0,13080,0
2021-01-10 07:30:00,25760.0,UK,0,13080,0
2021-01-10 08:00:00,26641.0,UK,10,13080,0
2021-01-10 08:30:00,28099.0,UK,105,13080,0
2021-01-10 09:00:00,29522.0,UK,283,13080,0
2021-01-10 09:30:00,30880.0,UK,482,13080,0
2021-01-10 10:00:00,31903.0,UK,624,13080,0
2021-01-10 10:30:00,32526.0,UK,832,13080,0
2021-01-10 11:00:00,33029.0,UK,1130,13080,0
2021-01-10 11:30:00,33442.0,UK,1230,13080,0
2021-01-10 12:00:00,34353.0,UK,1070,13080,0
2021-01-10 12:30:00,34936.0,UK,1120,13080,0
2021-01-10 13:00:00,35111.0,UK,890,13080,0
2021-01-10 13:30:00,35358.0,UK,716,13080,0
2021-01-10 14:00:00,35767.0,UK,537,13080,0
2021-01-10 14:30:00,36068.0,UK,393,13080,0
2021-01-10 15:00:00,36553.0,UK,191,13080,0
2021-01-10 15:30:00,37344.0,UK,36,13080,0
2021-01-10 16:00:00,38852.0,UK,1,13080,0
2021-01-10 16:30:00,40310.0,UK,0,13080,0
2021-01-10 17:00:00,40448.0,UK,0,13080,0
2021-01-10 17:30:00,40506.0,UK,0,13080,0
2021-01-10 18:00:00,39441.0,UK,0,13080,0
2021-01-10 18:30:00,37820.0,UK,0,13080,0
2021-01-10 19:00:00,36623.0,UK,0,13080,0
2021-01-10 19:30:00,35207.0,UK,0,13080,0
2021-01-10 20:00:00,34089.0,UK,0,13080,0
2021-01-10 20:30:00,32838.0,UK,0,13080,0
2021-01-10 21:00:00,31503.0,UK,0,13080,0
2021-01-10 21:30:00,30010.0,UK,0,13080,0
2021-01-10 22:00:00,28167.0,UK,0,13080,0
2021-01-10 22:30:00,26573.0,UK,0,13080,0
2021-01-10 23:00:00,24944.0,UK,0,13080,0
2021-01-10 23:30:00,23827.0,UK,0,13080,0
2021-01-11 00:00:00,23529.0,UK,0,13080,0
2021-01-11 00:30:00,24033.0,UK,0,13080,0
2021-01-11 01:00:00,23769.0,UK,0,13080,0
2021-01-11 01:30:00,23237.0,UK,0,13080,0
2021-01-11 02:00:00,22827.0,UK,0,13080,0
2021-01-11 02:30:00,22614.0,UK,0,13080,0
2021-01-11 03:00:00,22113.0,UK,0,13080,0
2021-01-11 03:30:00,21782.0,UK,0,13080,0
2021-01-11 04:00:00,21489.0,UK,0,13080,0
2021-01-11 04:30:00,21527.0,UK,0,13080,0
2021-01-11 05:00:00,22239.0,UK,0,13080,0
2021-01-11 05:30:00,23232.0,UK,0,13080,0
2021-01-11 06:00:00,25352.0,UK,0,13080,0
2021-01-11 06:30:00,27608.0,UK,0,13080,0
2021-01-11 07:00:00,29773.0,UK,0,13080,0
